   44.000000 -177.000000     -7.399
   45.000000 -177.000000     -5.488
   46.000000 -177.000000     -3.043
   47.000000 -177.000000     -1.180
   48.000000 -177.000000      0.693
   49.000000 -177.000000      2.020
   50.000000 -177.000000     -3.482
   51.000000 -177.000000     -8.220
   52.000000 -177.000000      4.909
   53.000000 -177.000000      2.305
   54.000000 -177.000000      3.004
   55.000000 -177.000000      3.404
   56.000000 -177.000000      3.080
   57.000000 -177.000000      2.651
   58.000000 -177.000000      2.380
   59.000000 -177.000000      5.932
   60.000000 -177.000000      4.940
   61.000000 -177.000000      4.450
   62.000000 -177.000000      5.632
   63.000000 -177.000000      4.676
   64.000000 -177.000000      4.578
   65.000000 -177.000000      3.923
   66.000000 -177.000000      3.918
   67.000000 -177.000000      3.202
   68.000000 -177.000000      2.530
   69.000000 -177.000000      2.088
   70.000000 -177.000000      1.584
   71.000000 -177.000000      2.356
   72.000000 -177.000000      2.029
   73.000000 -177.000000      1.786
   74.000000 -177.000000      0.851
   75.000000 -177.000000      1.578
   76.000000 -177.000000      0.686
   77.000000 -177.000000      2.003
   78.000000 -177.000000      3.074
   79.000000 -177.000000      3.167
   80.000000 -177.000000      3.293
   81.000000 -177.000000      3.684
   82.000000 -177.000000      4.658
   83.000000 -177.000000      5.886
   84.000000 -177.000000      7.847
   85.000000 -177.000000      9.368
   86.000000 -177.000000      9.369
   87.000000 -177.000000     10.683
   88.000000 -177.000000     11.437
   89.000000 -177.000000     13.584
   90.000000 -177.000000     14.899
  -90.000000 -176.000000    -30.150
  -89.000000 -176.000000    -30.018
  -88.000000 -176.000000    -28.964
  -87.000000 -176.000000    -30.197
  -86.000000 -176.000000    -31.347
  -85.000000 -176.000000    -35.758
  -84.000000 -176.000000    -43.102
  -83.000000 -176.000000    -46.702
  -82.000000 -176.000000    -48.706
  -81.000000 -176.000000    -50.904
  -80.000000 -176.000000    -52.748
  -79.000000 -176.000000    -54.672
  -78.000000 -176.000000    -57.420
  -77.000000 -176.000000    -58.513
  -76.000000 -176.000000    -59.577
  -75.000000 -176.000000    -63.124
  -74.000000 -176.000000    -64.326
  -73.000000 -176.000000    -63.909
  -72.000000 -176.000000    -63.384
  -71.000000 -176.000000    -64.618
  -70.000000 -176.000000    -64.268
  -69.000000 -176.000000    -63.292
  -68.000000 -176.000000    -61.812
  -67.000000 -176.000000    -57.121
  -66.000000 -176.000000    -53.494
  -65.000000 -176.000000    -51.272
  -64.000000 -176.000000    -49.990
  -63.000000 -176.000000    -48.708
  -62.000000 -176.000000    -47.716
  -61.000000 -176.000000    -46.463
  -60.000000 -176.000000    -44.792
  -59.000000 -176.000000    -43.335
  -58.000000 -176.000000    -41.960
  -57.000000 -176.000000    -39.516
  -56.000000 -176.000000    -37.079
  -55.000000 -176.000000    -34.612
  -54.000000 -176.000000    -31.478
  -53.000000 -176.000000    -28.742
  -52.000000 -176.000000    -25.680
  -51.000000 -176.000000    -21.842
  -50.000000 -176.000000    -17.075
  -49.000000 -176.000000    -15.749
  -48.000000 -176.000000    -12.392
  -47.000000 -176.000000     -9.008
  -46.000000 -176.000000     -3.883
  -45.000000 -176.000000      1.209
  -44.000000 -176.000000      9.063
  -43.000000 -176.000000     10.599
  -42.000000 -176.000000     11.565
  -41.000000 -176.000000     12.986
  -40.000000 -176.000000     15.146
  -39.000000 -176.000000     17.346
  -38.000000 -176.000000     20.710
  -37.000000 -176.000000     22.500
  -36.000000 -176.000000     24.292
  -35.000000 -176.000000     26.220
  -34.000000 -176.000000     27.436
  -33.000000 -176.000000     27.995
  -32.000000 -176.000000     28.470
  -31.000000 -176.000000     28.083
  -30.000000 -176.000000     25.065
  -29.000000 -176.000000     22.802
  -28.000000 -176.000000     25.043
  -27.000000 -176.000000     29.286
  -26.000000 -176.000000     33.469
  -25.000000 -176.000000     38.830
  -24.000000 -176.000000     44.638
  -23.000000 -176.000000     50.887
  -22.000000 -176.000000     52.430
  -21.000000 -176.000000     52.835
  -20.000000 -176.000000     52.148
  -19.000000 -176.000000     50.589
  -18.000000 -176.000000     49.215
  -17.000000 -176.000000     47.057
  -16.000000 -176.000000     45.248
  -15.000000 -176.000000     43.619
  -14.000000 -176.000000     38.055
  -13.000000 -176.000000     35.858
  -12.000000 -176.000000     33.937
  -11.000000 -176.000000     30.970
  -10.000000 -176.000000     28.571
   -9.000000 -176.000000     25.707
   -8.000000 -176.000000     23.630
   -7.000000 -176.000000     21.321
   -6.000000 -176.000000     20.236
   -5.000000 -176.000000     19.432
   -4.000000 -176.000000     19.140
   -3.000000 -176.000000     19.211
   -2.000000 -176.000000     18.753
   -1.000000 -176.000000     19.338
    0.000000 -176.000000     18.473
    1.000000 -176.000000     18.081
    2.000000 -176.000000     17.701
    3.000000 -176.000000     17.232
    4.000000 -176.000000     17.293
    5.000000 -176.000000     15.844
    6.000000 -176.000000     14.803
    7.000000 -176.000000     13.876
    8.000000 -176.000000     12.458
    9.000000 -176.000000     10.951
   10.000000 -176.000000     10.579
   11.000000 -176.000000     10.915
